Category,DataWindow,H2H,Market,Type,Odds,TrueProb,EV_pct,N_matches,HitFreq
league_en,post-break (T>4863700),ARS - FUL,CS 0-6,CS,6162.0,0.002018,1143.59,991,1 in 495
league_en,post-break (T>4863700),MNU - BHA,CS 0-6,CS,10000.0,0.001021,921.45,979,1 in 979
league_en,post-break (T>4863700),NOT - BOU,CS 0-6,CS,10000.0,0.001019,919.37,981,1 in 980
league_en,post-break (T>4863700),LIV - BOU,CS 0-6,CS,10000.0,0.001017,917.29,983,1 in 983
league_en,post-break (T>4863700),MNC - BOU,CS 0-6,CS,10000.0,0.001017,917.29,983,1 in 983
league_en,post-break (T>4863700),CHE - FUL,CS 0-6,CS,10000.0,0.001016,916.26,984,1 in 983
league_en,post-break (T>4863700),MNU - EVE,CS 0-6,CS,10000.0,0.001015,915.23,985,1 in 985
league_en,post-break (T>4863700),CHE - TOT,CS 0-5,CS,10000.0,0.001014,914.2,986,1 in 986
league_en,post-break (T>4863700),CHE - CRY,CS 0-6,CS,10000.0,0.001013,913.17,987,1 in 986
league_en,post-break (T>4863700),FUL - TOT,CS 0-6,CS,10000.0,0.00101,910.1,990,1 in 990
league_en,post-break (T>4863700),WHU - LIV,CS 6-0,CS,3013.0,0.003052,819.53,983,1 in 327
league_en,post-break (T>4863700),AST - WHU,CS 0-6,CS,8370.0,0.001014,748.88,986,1 in 986
league_en,post-break (T>4863700),WHU - CRY,CS 0-6,CS,8181.0,0.00102,734.8,980,1 in 979
league_en,post-break (T>4863700),NOT - CRY,CS 0-6,CS,8181.0,0.001017,732.25,983,1 in 983
league_en,post-break (T>4863700),CRY - BOU,CS 0-6,CS,8135.0,0.001016,726.73,984,1 in 983
league_en,post-break (T>4863700),ARS - BUR,CS 0-6,CS,3725.0,0.00203,656.35,985,1 in 492
league_en,post-break (T>4863700),BHA - LEE,CS 0-6,CS,3693.0,0.002024,647.57,988,1 in 494
league_en,post-break (T>4863700),LIV - BOU,CS 1-5,CS,3517.0,0.002035,615.56,983,1 in 491
league_en,post-break (T>4863700),NEW - FUL,CS 0-6,CS,6162.0,0.001014,524.95,986,1 in 986
league_en,post-break (T>4863700),BRE - EVE,CS 0-5,CS,2057.0,0.003033,523.96,989,1 in 329
league_en,post-break (T>4863700),TOT - ARS,CS 6-0,CS,5454.0,0.001018,455.4,982,1 in 982
league_en,post-break (T>4863700),MNU - BRE,CS 6-0,CS,1828.0,0.003033,454.5,989,1 in 329
league_en,post-break (T>4863700),TOT - BRE,CS 6-0,CS,5454.0,0.001014,453.14,986,1 in 986
league_en,post-break (T>4863700),LIV - LEE,CS 0-5,CS,2657.0,0.002041,442.24,980,1 in 489
league_en,post-break (T>4863700),LEE - MNC,CS 0-6,CS,1043.0,0.005086,430.52,983,1 in 196
league_en,post-break (T>4863700),CRY - BRE,CS 6-0,CS,2516.0,0.002018,407.77,991,1 in 495
league_en,post-break (T>4863700),CHE - FUL,CS 0-5,CS,4837.0,0.001016,391.57,984,1 in 983
league_en,post-break (T>4863700),BRE - TOT,CS 0-5,CS,4716.0,0.001016,379.27,984,1 in 983
league_en,post-break (T>4863700),BRE - BOU,CS 0-5,CS,4716.0,0.001014,378.3,986,1 in 986
league_en,post-break (T>4863700),ARS - BOU,CS 0-5,CS,4716.0,0.001013,377.81,987,1 in 986
league_en,post-break (T>4863700),WHU - TOT,CS 1-5,CS,1492.0,0.003052,355.34,983,1 in 327
league_en,post-break (T>4863700),NOT - CRY,CS 1-5,CS,879.0,0.005086,347.1,983,1 in 196
league_en,post-break (T>4863700),LEE - TOT,CS 1-5,CS,874.0,0.005061,342.31,988,1 in 197
league_en,post-break (T>4863700),LIV - CHE,CS 6-0,CS,1442.0,0.003061,341.43,980,1 in 326
league_en,post-break (T>4863700),BHA - NOT,CS 0-6,CS,2102.0,0.002026,325.94,987,1 in 493
league_en,post-break (T>4863700),BRE - CRY,CS 1-5,CS,1029.0,0.004073,319.14,982,1 in 245
league_en,post-break (T>4863700),ARS - BHA,CS 0-5,CS,2057.0,0.002037,318.94,982,1 in 491
league_en,post-break (T>4863700),NEW - SUN,CS 0-5,CS,2057.0,0.002022,315.98,989,1 in 494
league_en,post-break (T>4863700),MNU - TOT,CS 1-5,CS,1988.0,0.00203,303.65,985,1 in 492
league_en,post-break (T>4863700),CHE - WOL,CS 0-5,CS,1920.0,0.002024,288.66,988,1 in 494
league_en,post-break (T>4863700),BOU - WHU,CS 6-0,CS,1918.0,0.002026,288.65,987,1 in 493
league_en,post-break (T>4863700),TOT - FUL,CS 6-0,CS,1918.0,0.002022,287.87,989,1 in 494
league_en,post-break (T>4863700),BUR - TOT,CS 0-5,CS,3803.0,0.001017,286.88,983,1 in 983
league_en,post-break (T>4863700),MNU - TOT,CS 0-5,CS,3803.0,0.001015,286.09,985,1 in 985
league_en,post-break (T>4863700),SUN - CHE,CS 5-0,CS,1878.0,0.00202,279.39,990,1 in 495
league_en,post-break (T>4863700),CHE - MNU,CS 1-5,CS,1246.0,0.003036,278.34,988,1 in 329
league_en,post-break (T>4863700),LIV - WOL,CS 0-6,CS,3725.0,0.001015,278.17,985,1 in 985
league_en,post-break (T>4863700),LEE - CRY,CS 0-6,CS,3693.0,0.001022,277.61,978,1 in 977
league_en,post-break (T>4863700),CRY - EVE,CS 0-6,CS,3693.0,0.001016,275.3,984,1 in 983
league_en,post-break (T>4863700),EVE - LEE,CS 0-6,CS,3693.0,0.001013,274.16,987,1 in 986
league_en,post-break (T>4863700),EVE - SUN,CS 0-6,CS,3693.0,0.001012,273.79,988,1 in 988
league_en,post-break (T>4863700),SUN - EVE,CS 0-6,CS,3693.0,0.001011,273.41,989,1 in 989
league_en,post-break (T>4863700),BUR - FUL,CS 0-5,CS,1216.0,0.003064,272.63,979,1 in 326
league_en,post-break (T>4863700),CHE - WOL,CS 0-4,CS,408.0,0.009109,271.66,988,1 in 109
league_en,post-break (T>4863700),WHU - MNC,CS 6-0,CS,1827.0,0.002024,269.84,988,1 in 494
league_en,post-break (T>4863700),WOL - CRY,CS 1-5,CS,1204.0,0.003049,267.07,984,1 in 328
league_en,post-break (T>4863700),ARS - NEW,CS 0-6,CS,1818.0,0.002016,266.53,992,1 in 496
league_en,post-break (T>4863700),MNC - CRY,CS 1-5,CS,1204.0,0.003027,264.48,991,1 in 330
league_en,post-break (T>4863700),CRY - FUL,CS 0-5,CS,438.0,0.008155,257.19,981,1 in 122
league_en,post-break (T>4863700),BOU - CHE,CS 5-0,CS,3469.0,0.001026,255.79,975,1 in 975
league_en,post-break (T>4863700),TOT - CHE,CS 5-0,CS,3469.0,0.001015,252.18,985,1 in 985
league_en,post-break (T>4863700),NOT - SUN,CS 6-0,CS,571.0,0.006091,247.82,985,1 in 164
league_en,post-break (T>4863700),NEW - CHE,CS 0-6,CS,1140.0,0.00304,246.5,987,1 in 329
league_en,post-break (T>4863700),BHA - TOT,CS 0-4,CS,284.0,0.012183,245.99,985,1 in 82
league_en,post-break (T>4863700),MNC - CHE,CS 0-6,CS,847.0,0.004077,245.36,981,1 in 245
league_en,post-break (T>4863700),BRE - WHU,CS 0-5,CS,1127.0,0.003046,243.25,985,1 in 328
league_en,post-break (T>4863700),CRY - LIV,CS 6-0,CS,3356.0,0.001022,243.15,978,1 in 977
league_en,post-break (T>4863700),BHA - LIV,CS 6-0,CS,3356.0,0.00102,242.45,980,1 in 979
league_en,post-break (T>4863700),EVE - AST,CS 6-0,CS,3356.0,0.00102,242.45,980,1 in 979
league_en,post-break (T>4863700),SUN - AST,CS 6-0,CS,3356.0,0.001019,242.1,981,1 in 980
league_en,post-break (T>4863700),LEE - BUR,CS 6-0,CS,1665.0,0.002039,239.45,981,1 in 490
league_en,post-break (T>4863700),CRY - MNU,CS 6-0,CS,1665.0,0.00203,238.07,985,1 in 492
league_en,post-break (T>4863700),MNC - MNU,CS 0-6,CS,3297.0,0.001018,235.74,982,1 in 982
league_en,post-break (T>4863700),CRY - NEW,CS 0-6,CS,824.0,0.004049,233.6,988,1 in 247
league_en,post-break (T>4863700),ARS - TOT,CS 0-4,CS,814.0,0.004077,231.91,981,1 in 245
league_en,post-break (T>4863700),FUL - NOT,CS 0-6,CS,3229.0,0.001017,228.48,983,1 in 983
league_en,post-break (T>4863700),CHE - BHA,CS 1-5,CS,3235.0,0.001014,228.09,986,1 in 986
league_en,post-break (T>4863700),CHE - AST,CS 0-6,CS,3235.0,0.001013,227.76,987,1 in 986
league_en,post-break (T>4863700),LEE - EVE,CS 1-5,CS,527.0,0.006098,221.34,984,1 in 164
league_en,post-break (T>4863700),MNU - BHA,CS 1-5,CS,1044.0,0.003064,219.92,979,1 in 326
league_en,post-break (T>4863700),SUN - CRY,CS 6-0,CS,1054.0,0.003021,218.43,993,1 in 331
league_en,post-break (T>4863700),MNU - CRY,CS 1-5,CS,1044.0,0.003046,217.97,985,1 in 328
league_en,post-break (T>4863700),MNU - AST,CS 0-6,CS,1041.0,0.003033,215.77,989,1 in 329
league_en,post-break (T>4863700),AST - FUL,CS 0-5,CS,1553.0,0.002012,212.47,994,1 in 496
league_en,post-break (T>4863700),LIV - NOT,CS 0-5,CS,1553.0,0.002004,211.22,998,1 in 499
league_en,post-break (T>4863700),TOT - NOT,CS 5-0,CS,436.0,0.007121,210.48,983,1 in 140
league_en,post-break (T>4863700),FUL - AST,CS 6-0,CS,3013.0,0.001026,209.03,975,1 in 975
league_en,post-break (T>4863700),CRY - CHE,CS 5-1,CS,1011.0,0.003043,207.61,986,1 in 328
league_en,post-break (T>4863700),FUL - LIV,CS 6-0,CS,3013.0,0.001011,204.65,989,1 in 989
league_en,post-break (T>4863700),CRY - WOL,CS 5-0,CS,413.0,0.007071,192.02,990,1 in 141
league_en,post-break (T>4863700),LEE - CRY,CS 0-5,CS,703.0,0.00409,187.53,978,1 in 244
league_en,post-break (T>4863700),LEE - BHA,CS 0-5,CS,703.0,0.004069,186.06,983,1 in 245
league_en,post-break (T>4863700),BHA - BOU,CS 0-5,CS,1400.0,0.002035,184.84,983,1 in 491
league_en,post-break (T>4863700),FUL - BHA,CS 0-5,CS,1407.0,0.002022,184.53,989,1 in 494
league_en,post-break (T>4863700),SUN - BHA,CS 0-5,CS,703.0,0.004036,183.75,991,1 in 247
league_en,post-break (T>4863700),TOT - MNU,CS 6-0,CS,2696.0,0.001018,174.54,982,1 in 982
league_en,post-break (T>4863700),AST - BHA,CS 0-5,CS,2657.0,0.001013,169.2,987,1 in 986
league_en,post-break (T>4863700),LIV - CRY,CS 0-5,CS,2657.0,0.001007,167.57,993,1 in 993
league_en,post-break (T>4863700),BHA - WHU,CS 1-5,CS,329.0,0.00813,167.48,984,1 in 122
league_en,post-break (T>4863700),BHA - NOT,CS 1-5,CS,329.0,0.008105,166.67,987,1 in 123
league_en,post-break (T>4863700),TOT - BHA,CS 6-0,CS,1312.0,0.002028,166.13,986,1 in 493
league_en,post-break (T>4863700),ARS - LIV,CS 6-0,CS,1307.0,0.002033,165.65,984,1 in 491
league_en,post-break (T>4863700),CHE - FUL,CS 1-4,CS,373.0,0.007114,165.35,984,1 in 140
league_en,post-break (T>4863700),MNC - MNU,CS 6-0,CS,650.0,0.004073,164.77,982,1 in 245
league_en,post-break (T>4863700),WOL - MNU,CS 6-0,CS,650.0,0.004069,164.5,983,1 in 245
league_en,post-break (T>4863700),MNU - BRE,CS 0-6,CS,1305.0,0.002022,163.9,989,1 in 494
league_en,post-break (T>4863700),BUR - WHU,CS 2-4,CS,200.0,0.013158,163.16,988,1 in 76
league_en,post-break (T>4863700),BOU - AST,CS 5-0,CS,1298.0,0.002022,162.49,989,1 in 494
league_en,post-break (T>4863700),LIV - SUN,CS 1-5,CS,1286.0,0.00203,161.12,985,1 in 492
league_en,post-break (T>4863700),WHU - CHE,CS 5-0,CS,1271.0,0.002028,157.81,986,1 in 493
league_en,post-break (T>4863700),EVE - BRE,CS 6-0,CS,2516.0,0.00102,156.73,980,1 in 979
league_en,post-break (T>4863700),EVE - ARS,CS 6-0,CS,2516.0,0.001017,155.95,983,1 in 983
league_en,post-break (T>4863700),LIV - BRE,CS 0-6,CS,2514.0,0.001014,154.97,986,1 in 986
league_en,post-break (T>4863700),BHA - NEW,CS 6-0,CS,2516.0,0.001013,154.91,987,1 in 986
league_en,post-break (T>4863700),CRY - NEW,CS 6-0,CS,2516.0,0.001012,154.66,988,1 in 988
league_en,post-break (T>4863700),WOL - BOU,CS 1-5,CS,2502.0,0.001016,154.27,984,1 in 983
league_en,post-break (T>4863700),WOL - TOT,CS 1-5,CS,2502.0,0.001015,154.01,985,1 in 985
league_en,post-break (T>4863700),NEW - FUL,CS 2-4,CS,165.0,0.015213,151.01,986,1 in 65
league_en,post-break (T>4863700),LIV - CHE,CS 0-6,CS,1226.0,0.002041,150.2,980,1 in 489
league_en,post-break (T>4863700),WHU - TOT,CS 0-5,CS,2457.0,0.001017,149.95,983,1 in 983
league_en,post-break (T>4863700),NOT - TOT,CS 0-5,CS,2457.0,0.001015,149.44,985,1 in 985
league_en,post-break (T>4863700),WHU - BOU,CS 0-5,CS,2457.0,0.001015,149.44,985,1 in 985
league_en,post-break (T>4863700),FUL - BUR,CS 6-0,CS,1226.0,0.002018,147.43,991,1 in 495
league_en,post-break (T>4863700),MNU - WHU,CS 0-5,CS,1216.0,0.002026,146.4,987,1 in 493
league_en,post-break (T>4863700),CRY - AST,CS 5-1,CS,408.0,0.006036,146.28,994,1 in 165
league_en,post-break (T>4863700),TOT - CHE,CS 4-2,CS,346.0,0.007107,145.89,985,1 in 140
league_en,post-break (T>4863700),MNC - WHU,CS 0-5,CS,1217.0,0.002018,145.61,991,1 in 495
league_en,post-break (T>4863700),MNC - LEE,CS 1-5,CS,1204.0,0.002035,144.96,983,1 in 491
league_en,post-break (T>4863700),WOL - EVE,CS 1-5,CS,1204.0,0.002033,144.72,984,1 in 491
league_en,post-break (T>4863700),WOL - LEE,CS 1-5,CS,1204.0,0.002026,143.97,987,1 in 493
league_en,post-break (T>4863700),CHE - TOT,CS 2-4,CS,800.0,0.003043,143.41,986,1 in 328
league_en,post-break (T>4863700),LEE - AST,CS 0-6,CS,473.0,0.005086,140.59,983,1 in 196
league_en,post-break (T>4863700),BOU - BRE,CS 0-6,CS,389.0,0.006091,136.95,985,1 in 164
league_en,post-break (T>4863700),NEW - MNC,CS 6-0,CS,778.0,0.003043,136.71,986,1 in 328
league_en,post-break (T>4863700),AST - WOL,CS 0-5,CS,779.0,0.003036,136.54,988,1 in 329
league_en,post-break (T>4863700),BUR - ARS,CS 5-0,CS,391.0,0.006048,136.49,992,1 in 165
league_en,post-break (T>4863700),CHE - BRE,CS 0-5,CS,1165.0,0.002028,136.31,986,1 in 493
league_en,post-break (T>4863700),CHE - TOT,CS 0-3,CS,463.0,0.005071,134.79,986,1 in 197
league_en,post-break (T>4863700),EVE - BUR,CS 0-5,CS,328.0,0.007085,132.39,988,1 in 141
league_en,post-break (T>4863700),WHU - BRE,CS 5-1,CS,326.0,0.007128,132.38,982,1 in 140
league_en,post-break (T>4863700),NOT - MNC,CS 0-6,CS,1131.0,0.002051,132.0,975,1 in 487
league_en,post-break (T>4863700),BRE - CHE,CS 0-6,CS,1140.0,0.002033,131.71,984,1 in 491
league_en,post-break (T>4863700),FUL - ARS,CS 6-0,CS,2265.0,0.001022,131.6,978,1 in 977
league_en,post-break (T>4863700),LEE - NOT,CS 6-0,CS,1139.0,0.002028,131.03,986,1 in 493
league_en,post-break (T>4863700),NOT - MNU,CS 0-6,CS,2279.0,0.001012,130.67,988,1 in 988
league_en,post-break (T>4863700),FUL - WOL,CS 0-6,CS,1131.0,0.002039,130.58,981,1 in 490
league_en,post-break (T>4863700),MNC - NEW,CS 6-0,CS,1125.0,0.002049,130.53,976,1 in 488
league_en,post-break (T>4863700),BOU - FUL,CS 0-6,CS,1133.0,0.002035,130.52,983,1 in 491
league_en,post-break (T>4863700),BUR - CRY,CS 6-0,CS,326.0,0.007064,130.27,991,1 in 141
league_en,post-break (T>4863700),NOT - BRE,CS 6-0,CS,2265.0,0.001014,129.72,986,1 in 986
league_en,post-break (T>4863700),LEE - WOL,CS 5-1,CS,282.0,0.008138,129.5,983,1 in 122
league_en,post-break (T>4863700),CRY - BUR,CS 5-0,CS,372.0,0.00616,129.16,974,1 in 162
league_en,post-break (T>4863700),TOT - FUL,CS 0-6,CS,1133.0,0.002022,129.12,989,1 in 494
league_en,post-break (T>4863700),NEW - FUL,CS 0-5,CS,1127.0,0.002028,128.6,986,1 in 493
league_en,post-break (T>4863700),BUR - WOL,CS 6-0,CS,1131.0,0.002014,127.79,993,1 in 496
league_en,post-break (T>4863700),ARS - FUL,CS 0-5,CS,1127.0,0.002018,127.45,991,1 in 495
league_en,post-break (T>4863700),ARS - TOT,CS 1-5,CS,2230.0,0.001019,127.32,981,1 in 980
league_en,post-break (T>4863700),WOL - BHA,CS 0-5,CS,2237.0,0.001015,127.11,985,1 in 985
league_en,post-break (T>4863700),NEW - TOT,CS 1-5,CS,2230.0,0.001018,127.09,982,1 in 982
league_en,post-break (T>4863700),LIV - MNU,CS 0-5,CS,1112.0,0.002039,126.71,981,1 in 490
league_en,post-break (T>4863700),WOL - LEE,CS 0-5,CS,2237.0,0.001013,126.65,987,1 in 986
league_en,post-break (T>4863700),BRE - TOT,CS 1-5,CS,2230.0,0.001016,126.63,984,1 in 983
league_en,post-break (T>4863700),AST - BHA,CS 1-4,CS,248.0,0.009119,126.14,987,1 in 109
league_en,post-break (T>4863700),AST - TOT,CS 1-4,CS,557.0,0.004057,125.96,986,1 in 246
league_en,post-break (T>4863700),ARS - BOU,CS 1-5,CS,2230.0,0.001013,125.94,987,1 in 986
league_en,post-break (T>4863700),MNC - EVE,CS 0-5,CS,2237.0,0.001008,125.5,992,1 in 992
league_en,post-break (T>4863700),BHA - SUN,CS 5-0,CS,246.0,0.009165,125.46,982,1 in 109
league_en,post-break (T>4863700),WOL - AST,CS 0-5,CS,370.0,0.006085,125.15,986,1 in 164
league_en,post-break (T>4863700),BRE - EVE,CS 2-4,CS,222.0,0.010111,124.47,989,1 in 98
league_en,post-break (T>4863700),MNU - WHU,CS 1-5,CS,738.0,0.00304,124.32,987,1 in 329
league_en,post-break (T>4863700),NOT - CHE,CS 5-1,CS,735.0,0.003052,124.31,983,1 in 327
league_en,post-break (T>4863700),WHU - CHE,CS 5-1,CS,735.0,0.003043,123.63,986,1 in 328
league_en,post-break (T>4863700),EVE - WHU,CS 0-5,CS,438.0,0.005097,123.24,981,1 in 196
league_en,post-break (T>4863700),CHE - NOT,CS 1-5,CS,2198.0,0.001013,122.7,987,1 in 986
league_en,post-break (T>4863700),CHE - TOT,CS 1-4,CS,1095.0,0.002028,122.11,986,1 in 493
league_en,post-break (T>4863700),BUR - MNC,CS 0-5,CS,434.0,0.005092,120.98,982,1 in 196
league_en,post-break (T>4863700),BUR - FUL,HT CS 0-3,HTCS,134.0,0.016343,119.0,979,1 in 61
league_en,post-break (T>4863700),CHE - CRY,CS 0-3,CS,269.0,0.008105,118.03,987,1 in 123
league_en,post-break (T>4863700),NEW - BHA,CS 0-4,CS,428.0,0.005092,117.92,982,1 in 196
league_en,post-break (T>4863700),BRE - CHE,CS 5-0,CS,428.0,0.005081,117.48,984,1 in 196
league_en,post-break (T>4863700),NEW - SUN,CS 0-4,CS,428.0,0.005056,116.38,989,1 in 197
league_en,post-break (T>4863700),LEE - CRY,CS 6-0,CS,1054.0,0.002045,115.54,978,1 in 488
league_en,post-break (T>4863700),CHE - FUL,HT CS 0-3,HTCS,265.0,0.00813,115.45,984,1 in 122
league_en,post-break (T>4863700),SUN - LEE,CS 6-0,CS,1054.0,0.002037,114.66,982,1 in 491
league_en,post-break (T>4863700),BUR - ARS,CS 0-5,CS,304.0,0.007056,114.52,992,1 in 141
league_en,post-break (T>4863700),CRY - BHA,CS 1-5,CS,527.0,0.004069,114.45,983,1 in 245
league_en,post-break (T>4863700),CRY - BHA,CS 6-0,CS,1054.0,0.002035,114.45,983,1 in 491
league_en,post-break (T>4863700),CRY - FUL,CS 0-6,CS,2102.0,0.001019,114.27,981,1 in 980
league_en,post-break (T>4863700),LEE - FUL,CS 0-6,CS,2102.0,0.001018,114.05,982,1 in 982
league_en,post-break (T>4863700),SUN - NOT,CS 0-6,CS,2102.0,0.001018,114.05,982,1 in 982
league_en,post-break (T>4863700),MNU - SUN,CS 1-5,CS,1044.0,0.002047,113.72,977,1 in 488
league_en,post-break (T>4863700),SUN - WHU,CS 0-6,CS,2102.0,0.001016,113.62,984,1 in 983
league_en,post-break (T>4863700),EVE - LEE,CS 6-0,CS,1054.0,0.002026,113.58,987,1 in 493
league_en,post-break (T>4863700),FUL - MNU,CS 1-5,CS,350.0,0.006091,113.2,985,1 in 164
league_en,post-break (T>4863700),EVE - FUL,CS 0-6,CS,2102.0,0.001013,112.97,987,1 in 986
league_en,post-break (T>4863700),CRY - NOT,CS 0-6,CS,2102.0,0.001012,112.75,988,1 in 988
league_en,post-break (T>4863700),CHE - SUN,HT CS 0-3,HTCS,347.0,0.006129,112.67,979,1 in 163
league_en,post-break (T>4863700),MNU - LEE,CS 1-5,CS,1044.0,0.002035,112.41,983,1 in 491
league_en,post-break (T>4863700),LEE - WHU,CS 0-6,CS,2102.0,0.00101,112.32,990,1 in 990
league_en,post-break (T>4863700),EVE - BHA,CS 0-5,CS,703.0,0.003018,112.17,994,1 in 331
league_en,post-break (T>4863700),EVE - BHA,CS 6-0,CS,1054.0,0.002012,112.07,994,1 in 496
league_en,post-break (T>4863700),MNU - EVE,CS 1-5,CS,1044.0,0.00203,111.98,985,1 in 492
league_en,post-break (T>4863700),BUR - LIV,CS 6-0,CS,2083.0,0.001017,111.9,983,1 in 983
league_en,post-break (T>4863700),BUR - AST,CS 6-0,CS,2083.0,0.001015,111.47,985,1 in 985
league_en,post-break (T>4863700),LIV - ARS,CS 1-5,CS,346.0,0.00611,111.41,982,1 in 163
league_en,post-break (T>4863700),MNC - FUL,CS 1-5,CS,695.0,0.00304,111.25,987,1 in 329
league_en,post-break (T>4863700),SUN - MNC,CS 0-6,CS,1043.0,0.002024,111.13,988,1 in 494
league_en,post-break (T>4863700),CRY - LIV,CS 5-0,CS,688.0,0.003067,111.04,978,1 in 326
league_en,post-break (T>4863700),MNU - MNC,CS 0-6,CS,2089.0,0.00101,111.01,990,1 in 990
league_en,post-break (T>4863700),CRY - MNC,CS 0-6,CS,1043.0,0.002022,110.92,989,1 in 494
league_en,post-break (T>4863700),MNU - AST,CS 6-0,CS,2083.0,0.001011,110.62,989,1 in 989
league_en,post-break (T>4863700),TOT - BRE,CS 5-0,CS,1038.0,0.002028,110.55,986,1 in 493
league_en,post-break (T>4863700),LIV - LEE,CS 0-4,CS,514.0,0.004082,109.8,980,1 in 244
league_en,post-break (T>4863700),TOT - NEW,CS 5-0,CS,1038.0,0.00202,109.7,990,1 in 495
league_en,post-break (T>4863700),NOT - LIV,CS 0-6,CS,688.0,0.00304,109.12,987,1 in 329
league_en,post-break (T>4863700),BRE - BHA,CS 0-5,CS,2057.0,0.001016,109.04,984,1 in 983
league_en,post-break (T>4863700),ARS - EVE,CS 0-5,CS,2057.0,0.001016,109.04,984,1 in 983
league_en,post-break (T>4863700),NEW - EVE,CS 1-5,CS,1029.0,0.00203,108.93,985,1 in 492
league_en,post-break (T>4863700),ARS - CRY,CS 1-5,CS,1029.0,0.002028,108.72,986,1 in 493
league_en,post-break (T>4863700),ARS - LEE,CS 1-5,CS,1029.0,0.002022,108.09,989,1 in 494
league_en,post-break (T>4863700),NOT - LIV,CS 5-1,CS,409.0,0.005066,107.19,987,1 in 197
league_en,post-break (T>4863700),BHA - CHE,CS 5-1,CS,1011.0,0.002026,104.86,987,1 in 493
league_en,post-break (T>4863700),MNU - LIV,CS 0-5,CS,251.0,0.008122,103.86,985,1 in 123
league_en,post-break (T>4863700),MNU - NOT,CS 2-4,CS,200.0,0.010152,103.05,985,1 in 98
league_en,post-break (T>4863700),BUR - TOT,CS 1-5,CS,1988.0,0.001017,102.24,983,1 in 983
league_en,post-break (T>4863700),FUL - BHA,CS 0-4,CS,285.0,0.007078,101.72,989,1 in 141
league_en,post-break (T>4863700),SUN - NOT,CS 1-5,CS,329.0,0.00611,101.02,982,1 in 163
league_en,post-break (T>4863700),CHE - NOT,CS 2-4,CS,330.0,0.006079,100.61,987,1 in 164
league_en,post-break (T>4863700),LIV - BHA,CS 1-4,CS,248.0,0.008065,100.0,992,1 in 124
league_en,post-break (T>4863700),MNU - BUR,CS 0-5,CS,656.0,0.003046,99.8,985,1 in 328
league_en,post-break (T>4863700),CRY - MNU,CS 0-5,CS,328.0,0.006091,99.8,985,1 in 164
league_en,post-break (T>4863700),SUN - BUR,CS 0-5,CS,328.0,0.006085,99.59,986,1 in 164
league_en,post-break (T>4863700),FUL - BRE,CS 5-1,CS,326.0,0.006116,99.39,981,1 in 163
league_en,post-break (T>4863700),CHE - NEW,CS 6-0,CS,327.0,0.006098,99.39,984,1 in 164
league_en,post-break (T>4863700),ARS - WHU,CS 1-5,CS,651.0,0.003061,99.29,980,1 in 326
league_en,post-break (T>4863700),NOT - ARS,CS 5-1,CS,326.0,0.006085,98.38,986,1 in 164
league_en,post-break (T>4863700),BRE - WHU,CS 1-5,CS,651.0,0.003046,98.27,985,1 in 328
league_en,post-break (T>4863700),BHA - BUR,CS 0-5,CS,328.0,0.006036,97.99,994,1 in 165
league_en,post-break (T>4863700),TOT - LIV,CS 0-6,CS,324.0,0.006104,97.76,983,1 in 163
league_en,post-break (T>4863700),WHU - LIV,CS 5-0,CS,645.0,0.003052,96.85,983,1 in 327
league_en,post-break (T>4863700),WHU - BUR,CS 0-5,CS,482.0,0.004077,96.53,981,1 in 245
league_en,post-break (T>4863700),TOT - NEW,CS 0-6,CS,389.0,0.005051,96.46,990,1 in 197
league_en,post-break (T>4863700),BOU - NEW,CS 0-6,CS,389.0,0.00504,96.07,992,1 in 198
league_en,post-break (T>4863700),FUL - SUN,CS 5-0,CS,149.0,0.013158,96.05,988,1 in 76
league_en,post-break (T>4863700),FUL - ARS,CS 5-0,CS,479.0,0.00409,95.91,978,1 in 244
league_en,post-break (T>4863700),NOT - BUR,CS 0-5,CS,482.0,0.004057,95.54,986,1 in 246
league_en,post-break (T>4863700),CHE - MNC,CS 1-5,CS,960.0,0.002033,95.12,984,1 in 491
league_en,post-break (T>4863700),ARS - BOU,CS 1-4,CS,385.0,0.005066,95.04,987,1 in 197
league_en,post-break (T>4863700),LIV - SUN,CS 2-4,CS,240.0,0.008122,94.92,985,1 in 123
league_en,post-break (T>4863700),TOT - MNU,CS 1-5,CS,174.0,0.011202,94.91,982,1 in 89
league_en,post-break (T>4863700),BRE - NOT,CS 1-4,CS,147.0,0.013198,94.01,985,1 in 75
league_en,post-break (T>4863700),BRE - MNC,CS 0-4,CS,147.0,0.013185,93.81,986,1 in 75
league_en,post-break (T>4863700),BHA - AST,CS 0-6,CS,473.0,0.004086,93.26,979,1 in 244
league_en,post-break (T>4863700),WHU - ARS,CS 0-6,CS,958.0,0.002016,93.15,992,1 in 496
league_en,post-break (T>4863700),LEE - LIV,CS 0-6,CS,473.0,0.004065,92.28,984,1 in 245
league_en,post-break (T>4863700),WHU - NOT,CS 5-0,CS,235.0,0.008138,91.25,983,1 in 122
league_en,post-break (T>4863700),CRY - CHE,CS 5-0,CS,1878.0,0.001014,90.47,986,1 in 986
league_en,post-break (T>4863700),NOT - NEW,CS 4-2,CS,117.0,0.01626,90.24,984,1 in 61
league_en,post-break (T>4863700),WHU - TOT,CS 6-0,CS,373.0,0.005086,89.73,983,1 in 196
league_en,post-break (T>4863700),BUR - WOL,CS 5-1,CS,209.0,0.009063,89.43,993,1 in 110
