Category,DataWindow,H2H,Market,Type,Odds,TrueProb,EV_pct,N_matches,HitFreq
league_en,post-break (T>4863700),WHU - TOT,HT/FT 2/2,HTFT,8.47,0.122075,3.4,983,1 in 8
league_en,post-break (T>4863700),NEW - AST,HT/FT X/1,HTFT,8.55,0.120935,3.4,984,1 in 8
league_en,post-break (T>4863700),NOT - LIV,HT/FT 1/X,HTFT,12.6,0.082067,3.4,987,1 in 12
league_en,post-break (T>4863700),MNU - BUR,Under 1.5,OU,3.56,0.290355,3.37,985,1 in 3
league_en,post-break (T>4863700),FUL - BUR,CS 2-3,CS,39.4,0.026236,3.37,991,1 in 38
league_en,post-break (T>4863700),NEW - MNC,HT CS 1-0,HTCS,4.51,0.229209,3.37,986,1 in 4
league_en,post-break (T>4863700),TOT - WOL,CS 3-1,CS,33.8,0.030581,3.36,981,1 in 32
league_en,post-break (T>4863700),NEW - BUR,CS 3-0,CS,20.3,0.050916,3.36,982,1 in 19
league_en,post-break (T>4863700),CHE - CRY,Away Win,1X2,10.1,0.10233,3.35,987,1 in 9
league_en,post-break (T>4863700),EVE - FUL,CS 2-1,CS,10.0,0.103343,3.34,987,1 in 9
league_en,post-break (T>4863700),EVE - LEE,CS 1-2,CS,13.6,0.075988,3.34,987,1 in 13
league_en,post-break (T>4863700),WHU - WOL,HT/FT 1/X,HTFT,13.7,0.075433,3.34,981,1 in 13
league_en,post-break (T>4863700),BRE - LEE,CS 1-1,CS,7.63,0.135438,3.34,982,1 in 7
league_en,post-break (T>4863700),NEW - WHU,HT CS 2-1,HTCS,14.6,0.070779,3.34,989,1 in 14
league_en,post-break (T>4863700),BHA - BRE,HT/FT 1/X,HTFT,12.4,0.083333,3.33,984,1 in 12
league_en,post-break (T>4863700),WOL - NEW,BTTS No,BTTS,2.14,0.482828,3.33,990,1 in 2
league_en,post-break (T>4863700),TOT - SUN,HT CS 0-2,HTCS,15.5,0.066667,3.33,990,1 in 15
league_en,post-break (T>4863700),FUL - TOT,HT/FT X/X,HTFT,5.59,0.184848,3.33,990,1 in 5
league_en,post-break (T>4863700),NEW - EVE,HT/FT X/1,HTFT,6.4,0.161421,3.31,985,1 in 6
league_en,post-break (T>4863700),AST - FUL,CS 4-1,CS,30.2,0.034205,3.3,994,1 in 29
league_en,post-break (T>4863700),BRE - LEE,Away Win,1X2,5.83,0.177189,3.3,982,1 in 5
league_en,post-break (T>4863700),WOL - NEW,CS 1-0,CS,9.74,0.106061,3.3,990,1 in 9
league_en,post-break (T>4863700),SUN - MNC,HT CS 0-3,HTCS,48.6,0.021255,3.3,988,1 in 47
league_en,post-break (T>4863700),WOL - BUR,HT CS 0-3,HTCS,92.4,0.011179,3.29,984,1 in 89
league_en,post-break (T>4863700),BUR - BOU,CS 4-0,CS,24.2,0.042683,3.29,984,1 in 23
league_en,post-break (T>4863700),BRE - TOT,CS 4-1,CS,23.1,0.044715,3.29,984,1 in 22
league_en,post-break (T>4863700),LIV - MNC,CS 4-0,CS,48.4,0.021341,3.29,984,1 in 46
league_en,post-break (T>4863700),NOT - BOU,Exact 0,ExactGoals,9.47,0.109072,3.29,981,1 in 9
league_en,post-break (T>4863700),NOT - BOU,CS 0-0,CS,9.47,0.109072,3.29,981,1 in 9
league_en,post-break (T>4863700),EVE - LEE,Away Win,1X2,3.54,0.291793,3.29,987,1 in 3
league_en,post-break (T>4863700),MNC - LIV,HT/FT 2/2,HTFT,4.39,0.235294,3.29,986,1 in 4
league_en,post-break (T>4863700),FUL - BUR,Over 4.5,OU,8.32,0.124117,3.27,991,1 in 8
league_en,post-break (T>4863700),FUL - BUR,HT CS 2-0,HTCS,11.9,0.086781,3.27,991,1 in 11
league_en,post-break (T>4863700),MNU - SUN,CS 1-3,CS,53.1,0.019447,3.27,977,1 in 51
league_en,post-break (T>4863700),EVE - CHE,CS 5-1,CS,1011.0,0.001021,3.27,979,1 in 979
league_en,post-break (T>4863700),EVE - AST,HT CS 0-0,HTCS,4.6,0.22449,3.27,980,1 in 4
league_en,post-break (T>4863700),CHE - EVE,CS 5-1,CS,33.9,0.030457,3.25,985,1 in 32
league_en,post-break (T>4863700),BHA - CHE,CS 0-3,CS,12.9,0.080041,3.25,987,1 in 12
league_en,post-break (T>4863700),LIV - FUL,CS 5-1,CS,77.6,0.013306,3.25,977,1 in 75
league_en,post-break (T>4863700),BUR - FUL,Exact 2,ExactGoals,3.61,0.286006,3.25,979,1 in 3
league_en,post-break (T>4863700),BRE - BOU,HT CS 0-2,HTCS,37.7,0.027383,3.24,986,1 in 36
league_en,post-break (T>4863700),FUL - WHU,CS 4-2,CS,91.6,0.01127,3.24,976,1 in 88
league_en,post-break (T>4863700),SUN - MNC,HT/FT 2/X,HTFT,13.6,0.075911,3.24,988,1 in 13
league_en,post-break (T>4863700),CRY - BRE,Draw,1X2,3.0,0.344097,3.23,991,1 in 2
league_en,post-break (T>4863700),CRY - MNC,Exact 0,ExactGoals,11.6,0.088979,3.22,989,1 in 11
league_en,post-break (T>4863700),CRY - MNC,CS 0-0,CS,11.6,0.088979,3.22,989,1 in 11
league_en,post-break (T>4863700),EVE - BOU,CS 0-1,CS,12.2,0.084608,3.22,981,1 in 11
league_en,post-break (T>4863700),BRE - EVE,Exact 6,ExactGoals,17.3,0.059656,3.21,989,1 in 16
league_en,post-break (T>4863700),BOU - BRE,HT CS 0-3,HTCS,29.9,0.034518,3.21,985,1 in 28
league_en,post-break (T>4863700),LIV - NEW,CS 0-1,CS,14.1,0.073196,3.21,970,1 in 13
league_en,post-break (T>4863700),BOU - AST,CS 1-0,CS,17.3,0.059656,3.21,989,1 in 16
league_en,post-break (T>4863700),ARS - LEE,Exact 6,ExactGoals,17.3,0.059656,3.21,989,1 in 16
league_en,post-break (T>4863700),LIV - CRY,Over 3.5,OU,2.77,0.372608,3.21,993,1 in 2
league_en,post-break (T>4863700),BUR - LIV,HT/FT X/X,HTFT,5.83,0.177009,3.2,983,1 in 5
league_en,post-break (T>4863700),LIV - NEW,CS 3-1,CS,18.2,0.056701,3.2,970,1 in 17
league_en,post-break (T>4863700),BUR - CHE,Exact 6,ExactGoals,21.2,0.048682,3.2,986,1 in 20
league_en,post-break (T>4863700),BHA - MNU,Over 4.5,OU,7.92,0.130303,3.2,990,1 in 7
league_en,post-break (T>4863700),SUN - AST,Over 3.5,OU,2.86,0.360856,3.2,981,1 in 2
league_en,post-break (T>4863700),NEW - SUN,CS 5-0,CS,72.9,0.014156,3.2,989,1 in 70
league_en,post-break (T>4863700),WHU - BHA,CS 2-1,CS,9.45,0.109201,3.2,989,1 in 9
league_en,post-break (T>4863700),LEE - BUR,HT CS 1-2,HTCS,19.1,0.054027,3.19,981,1 in 18
league_en,post-break (T>4863700),BOU - WOL,CS 3-2,CS,40.7,0.025355,3.19,986,1 in 39
league_en,post-break (T>4863700),BOU - MNC,CS 1-4,CS,40.7,0.025355,3.19,986,1 in 39
league_en,post-break (T>4863700),NOT - BOU,HT CS 2-1,HTCS,19.1,0.054027,3.19,981,1 in 18
league_en,post-break (T>4863700),CRY - EVE,Exact 0,ExactGoals,9.49,0.10874,3.19,984,1 in 9
league_en,post-break (T>4863700),CRY - EVE,CS 0-0,CS,9.49,0.10874,3.19,984,1 in 9
league_en,post-break (T>4863700),BUR - TOT,CS 1-2,CS,20.7,0.049847,3.18,983,1 in 20
league_en,post-break (T>4863700),BHA - MNC,HT CS 2-0,HTCS,14.3,0.072154,3.18,984,1 in 13
league_en,post-break (T>4863700),TOT - SUN,CS 3-1,CS,22.7,0.045455,3.18,990,1 in 22
league_en,post-break (T>4863700),MNC - ARS,Exact 6,ExactGoals,21.6,0.047764,3.17,984,1 in 20
league_en,post-break (T>4863700),MNU - SUN,CS 2-0,CS,8.92,0.11566,3.17,977,1 in 8
league_en,post-break (T>4863700),LIV - FUL,CS 0-2,CS,33.6,0.030706,3.17,977,1 in 32
league_en,post-break (T>4863700),MNC - CRY,CS 4-2,CS,56.8,0.018163,3.17,991,1 in 55
league_en,post-break (T>4863700),NOT - FUL,HT/FT 1/1,HTFT,3.46,0.298174,3.17,986,1 in 3
league_en,post-break (T>4863700),BRE - LIV,HT/FT X/X,HTFT,5.66,0.182276,3.17,993,1 in 5
league_en,post-break (T>4863700),WOL - ARS,BTTS Yes,BTTS,1.71,0.603255,3.16,983,1 in 1
league_en,post-break (T>4863700),EVE - WHU,CS 4-2,CS,92.0,0.011213,3.16,981,1 in 89
league_en,post-break (T>4863700),BUR - WHU,CS 3-0,CS,18.2,0.05668,3.16,988,1 in 17
league_en,post-break (T>4863700),LEE - AST,Under 1.5,OU,4.39,0.234995,3.16,983,1 in 4
league_en,post-break (T>4863700),MNU - WOL,Exact 0,ExactGoals,11.0,0.093782,3.16,981,1 in 10
league_en,post-break (T>4863700),MNU - WOL,CS 0-0,CS,11.0,0.093782,3.16,981,1 in 10
league_en,post-break (T>4863700),LEE - CRY,Away Win,1X2,3.54,0.291411,3.16,978,1 in 3
league_en,post-break (T>4863700),MNC - BUR,CS 0-3,CS,53.8,0.019173,3.15,991,1 in 52
league_en,post-break (T>4863700),BRE - BUR,Under 1.5,OU,4.19,0.24617,3.15,979,1 in 4
league_en,post-break (T>4863700),AST - MNU,Over 4.5,OU,6.22,0.165824,3.14,989,1 in 6
league_en,post-break (T>4863700),TOT - BRE,CS 0-1,CS,9.08,0.11359,3.14,986,1 in 8
league_en,post-break (T>4863700),AST - BHA,Over 4.5,OU,5.85,0.176292,3.13,987,1 in 5
league_en,post-break (T>4863700),NOT - AST,Under 1.5,OU,4.1,0.251534,3.13,978,1 in 3
league_en,post-break (T>4863700),CHE - LEE,Over 4.5,OU,4.75,0.217125,3.13,981,1 in 4
league_en,post-break (T>4863700),MNC - BRE,CS 1-4,CS,77.9,0.013238,3.13,982,1 in 75
league_en,post-break (T>4863700),SUN - MNU,CS 2-3,CS,34.1,0.030242,3.12,992,1 in 33
league_en,post-break (T>4863700),CHE - TOT,Exact 5,ExactGoals,7.16,0.144016,3.12,986,1 in 6
league_en,post-break (T>4863700),AST - LIV,CS 2-0,CS,13.6,0.07582,3.11,976,1 in 13
league_en,post-break (T>4863700),LEE - AST,HT CS 2-0,HTCS,18.1,0.056968,3.11,983,1 in 17
league_en,post-break (T>4863700),MNC - NOT,Exact 4,ExactGoals,5.47,0.188508,3.11,992,1 in 5
league_en,post-break (T>4863700),TOT - MNC,Draw,1X2,3.17,0.325228,3.1,987,1 in 3
league_en,post-break (T>4863700),SUN - LEE,Away Win,1X2,3.54,0.291242,3.1,982,1 in 3
league_en,post-break (T>4863700),BOU - ARS,HT/FT 1/1,HTFT,6.97,0.147923,3.1,987,1 in 6
league_en,post-break (T>4863700),NOT - LIV,Exact 5,ExactGoals,10.6,0.097264,3.1,987,1 in 10
league_en,post-break (T>4863700),EVE - AST,CS 3-3,CS,42.1,0.02449,3.1,980,1 in 40
league_en,post-break (T>4863700),AST - NEW,CS 3-3,CS,40.7,0.025329,3.09,987,1 in 39
league_en,post-break (T>4863700),BRE - SUN,Exact 0,ExactGoals,14.3,0.072081,3.08,985,1 in 13
league_en,post-break (T>4863700),BRE - SUN,CS 0-0,CS,14.3,0.072081,3.08,985,1 in 13
league_en,post-break (T>4863700),BUR - ARS,Over 3.5,OU,3.42,0.301411,3.08,992,1 in 3
league_en,post-break (T>4863700),WHU - BOU,HT/FT 1/2,HTFT,84.6,0.012183,3.07,985,1 in 82
league_en,post-break (T>4863700),LEE - CRY,CS 0-1,CS,11.2,0.092025,3.07,978,1 in 10
league_en,post-break (T>4863700),NOT - TOT,CS 4-0,CS,35.0,0.029442,3.05,985,1 in 33
league_en,post-break (T>4863700),WOL - BUR,CS 1-3,CS,33.8,0.030488,3.05,984,1 in 32
league_en,post-break (T>4863700),MNC - WOL,CS 0-3,CS,40.6,0.025381,3.05,985,1 in 39
league_en,post-break (T>4863700),BUR - BRE,Over 3.5,OU,3.42,0.301314,3.05,989,1 in 3
league_en,post-break (T>4863700),CRY - MNU,CS 3-0,CS,35.0,0.029442,3.05,985,1 in 33
league_en,post-break (T>4863700),EVE - CHE,HT/FT 1/X,HTFT,19.4,0.053115,3.04,979,1 in 18
league_en,post-break (T>4863700),MNC - LIV,HT CS 0-0,HTCS,4.0,0.257606,3.04,986,1 in 3
league_en,post-break (T>4863700),NEW - ARS,Under 1.5,OU,4.0,0.257606,3.04,986,1 in 3
league_en,post-break (T>4863700),WOL - MNU,HT/FT X/X,HTFT,5.69,0.181078,3.03,983,1 in 5
league_en,post-break (T>4863700),BRE - CHE,Over 3.5,OU,3.26,0.316057,3.03,984,1 in 3
league_en,post-break (T>4863700),EVE - SUN,CS 1-3,CS,35.1,0.029352,3.03,988,1 in 34
league_en,post-break (T>4863700),BHA - AST,HT/FT 1/X,HTFT,13.1,0.078652,3.03,979,1 in 12
league_en,post-break (T>4863700),LIV - CRY,Exact 5,ExactGoals,8.67,0.118832,3.03,993,1 in 8
league_en,post-break (T>4863700),AST - NEW,HT/FT 1/X,HTFT,12.4,0.08308,3.02,987,1 in 12
league_en,post-break (T>4863700),BOU - BHA,HT/FT 1/X,HTFT,15.1,0.068228,3.02,982,1 in 14
league_en,post-break (T>4863700),CRY - SUN,HT/FT 2/X,HTFT,13.8,0.074642,3.01,978,1 in 13
league_en,post-break (T>4863700),NOT - LEE,CS 0-1,CS,12.2,0.084435,3.01,983,1 in 11
league_en,post-break (T>4863700),MNC - WHU,HT/FT 2/1,HTFT,35.2,0.029263,3.01,991,1 in 34
league_en,post-break (T>4863700),BUR - FUL,CS 1-1,CS,6.86,0.150153,3.01,979,1 in 6
league_en,post-break (T>4863700),CRY - BHA,Over 3.5,OU,3.75,0.274669,3.0,983,1 in 3
league_de,full history,FRA - HSV,CS 0-6,CS,10000.0,0.000658,558.11,3039,1 in 1519
league_de,full history,BMU - BRE,CS 0-6,CS,9900.0,0.000658,551.74,3038,1 in 1519
league_de,full history,BMU - UBE,CS 1-5,CS,8280.0,0.000658,444.92,3039,1 in 1519
league_de,full history,BMU - FRA,CS 0-6,CS,8020.0,0.000658,427.81,3039,1 in 1519
league_de,full history,AUG - RBL,CS 6-0,CS,3480.0,0.001317,358.2,3038,1 in 759
league_de,full history,BRE - HDH,CS 0-6,CS,4450.0,0.000987,339.43,3038,1 in 1012
league_de,full history,STU - HOF,CS 0-6,CS,5040.0,0.000658,231.8,3038,1 in 1519
league_de,full history,BMU - HDH,CS 0-5,CS,10000.0,0.000329,229.16,3038,1 in 3038
league_de,full history,BMU - HDH,CS 0-6,CS,10000.0,0.000329,229.16,3038,1 in 3038
league_de,full history,BMU - STP,CS 0-5,CS,10000.0,0.000329,229.16,3038,1 in 3038
league_de,full history,BMU - UBE,CS 0-5,CS,10000.0,0.000329,229.06,3039,1 in 3039
league_de,full history,BVB - UBE,CS 0-6,CS,10000.0,0.000329,229.06,3039,1 in 3039
league_de,full history,LEV - HOF,CS 0-6,CS,10000.0,0.000329,229.06,3039,1 in 3039
league_de,full history,RBL - AUG,CS 0-6,CS,9990.0,0.000329,228.73,3039,1 in 3039
league_de,full history,BVB - HSV,CS 0-6,CS,9990.0,0.000329,228.73,3039,1 in 3039
league_de,full history,BMU - HOF,CS 0-6,CS,9920.0,0.000329,226.53,3038,1 in 3038
league_de,full history,BMU - WLF,CS 0-6,CS,9920.0,0.000329,226.53,3038,1 in 3038
league_de,full history,FRE - WLF,CS 0-6,CS,4790.0,0.000658,215.13,3040,1 in 1520
league_de,full history,RBL - HDH,CS 0-5,CS,4730.0,0.000658,211.29,3039,1 in 1519
league_de,full history,HDH - HSV,CS 0-6,CS,3060.0,0.000987,202.17,3038,1 in 1012
league_de,full history,MGB - FRA,CS 0-6,CS,918.0,0.003291,202.07,3039,1 in 303
league_de,full history,RBL - FRE,CS 0-6,CS,4510.0,0.000658,196.81,3039,1 in 1519
league_de,full history,KOE - FRE,CS 0-6,CS,1490.0,0.001974,194.18,3039,1 in 506
league_de,full history,RBL - HDH,CS 1-5,CS,2230.0,0.001316,193.52,3039,1 in 759
league_de,full history,BRE - BVB,CS 0-6,CS,860.0,0.003289,182.89,3040,1 in 304
league_de,full history,HSV - LEV,CS 6-0,CS,4220.0,0.000658,177.72,3039,1 in 1519
league_de,full history,LEV - RBL,CS 0-6,CS,2010.0,0.001317,164.65,3038,1 in 759
league_de,full history,HDH - BMU,CS 6-0,CS,8010.0,0.000329,163.57,3039,1 in 3039
league_de,full history,RBL - FRA,CS 0-6,CS,2570.0,0.000987,153.79,3038,1 in 1012
league_de,full history,HDH - FRA,CS 6-0,CS,2500.0,0.000987,146.79,3039,1 in 1013
league_de,full history,WLF - BRE,CS 0-6,CS,1820.0,0.001316,139.55,3039,1 in 759
league_de,full history,STP - KOE,CS 6-0,CS,1450.0,0.001646,138.64,3038,1 in 607
league_de,full history,MNZ - BRE,CS 0-6,CS,2410.0,0.000987,137.99,3038,1 in 1012
league_de,full history,BRE - MNZ,CS 0-6,CS,2410.0,0.000987,137.91,3039,1 in 1013
league_de,full history,STP - MGB,CS 0-6,CS,1430.0,0.001645,135.2,3040,1 in 608
league_de,full history,MNZ - AUG,CS 0-6,CS,7020.0,0.000329,131.0,3039,1 in 3039
league_de,full history,HSV - STU,CS 6-0,CS,2330.0,0.000987,130.09,3038,1 in 1012
league_de,full history,MGB - WLF,CS 0-6,CS,2330.0,0.000987,130.01,3039,1 in 1013
league_de,full history,MGB - HOF,CS 0-6,CS,2330.0,0.000987,129.93,3040,1 in 1013
league_de,full history,RBL - MGB,CS 0-6,CS,6900.0,0.000329,127.12,3038,1 in 3038
league_de,full history,FRE - HDH,CS 0-6,CS,6880.0,0.000329,126.39,3039,1 in 3039
league_de,full history,FRE - STP,CS 0-6,CS,6880.0,0.000329,126.39,3039,1 in 3039
league_de,full history,LEV - AUG,CS 0-5,CS,3360.0,0.000658,121.2,3038,1 in 1519
league_de,full history,AUG - KOE,CS 0-6,CS,1680.0,0.001317,121.2,3038,1 in 759
league_de,full history,RBL - UBE,CS 1-5,CS,2230.0,0.000987,120.21,3038,1 in 1012
league_de,full history,HDH - FRE,CS 5-0,CS,476.0,0.004608,119.35,3038,1 in 217
league_de,full history,AUG - FRE,CS 6-0,CS,2140.0,0.000987,111.25,3039,1 in 1013
league_de,full history,FRE - MNZ,CS 0-6,CS,3200.0,0.000658,110.6,3039,1 in 1519
league_de,full history,HOF - LEV,CS 0-6,CS,529.0,0.00395,108.95,3038,1 in 253
league_de,full history,STU - BVB,CS 6-0,CS,1270.0,0.001645,108.95,3039,1 in 607
league_de,full history,KOE - BMU,CS 6-0,CS,6270.0,0.000329,106.39,3038,1 in 3038
league_de,full history,BVB - RBL,CS 0-6,CS,2090.0,0.000987,106.39,3038,1 in 1012
league_de,full history,BVB - HOF,CS 1-5,CS,883.0,0.002304,103.46,3038,1 in 434
league_de,full history,MGB - HDH,CS 0-6,CS,3090.0,0.000658,103.36,3039,1 in 1519
league_de,full history,HOF - UBE,CS 0-6,CS,3090.0,0.000658,103.36,3039,1 in 1519
league_de,full history,HOF - HDH,CS 0-6,CS,3090.0,0.000658,103.29,3040,1 in 1520
league_de,full history,BVB - KOE,CS 0-5,CS,1540.0,0.001316,102.7,3039,1 in 759
league_de,full history,BMU - HOF,CS 1-5,CS,2050.0,0.000987,102.44,3038,1 in 1012
league_de,full history,BRE - MGB,CS 0-6,CS,3050.0,0.000658,100.72,3039,1 in 1519
league_de,full history,FRA - BMU,CS 0-6,CS,503.0,0.00395,98.68,3038,1 in 253
league_de,full history,STP - AUG,CS 6-0,CS,854.0,0.002304,96.77,3038,1 in 434
league_de,full history,HDH - STP,CS 6-0,CS,993.0,0.001974,96.05,3039,1 in 506
league_de,full history,BMU - AUG,CS 0-5,CS,5940.0,0.000329,95.46,3039,1 in 3039
league_de,full history,MGB - BMU,CS 5-0,CS,1480.0,0.001316,94.8,3039,1 in 759
league_de,full history,WLF - BMU,CS 5-0,CS,1480.0,0.001316,94.74,3040,1 in 760
league_de,full history,HDH - MNZ,CS 0-6,CS,1180.0,0.001645,94.14,3039,1 in 607
league_de,full history,HDH - BRE,CS 0-6,CS,1180.0,0.001645,94.14,3039,1 in 607
league_de,full history,STU - MNZ,CS 0-6,CS,2930.0,0.000658,92.83,3039,1 in 1519
league_de,full history,RBL - STU,CS 6-0,CS,585.0,0.003291,92.5,3039,1 in 303
league_de,full history,KOE - RBL,CS 5-0,CS,582.0,0.003291,91.51,3039,1 in 303
league_de,full history,BMU - FRA,CS 1-5,CS,970.0,0.001974,91.51,3039,1 in 506
league_de,full history,FRA - STU,CS 0-6,CS,1940.0,0.000987,91.45,3040,1 in 1013
league_de,full history,AUG - RBL,CS 5-0,CS,823.0,0.002304,89.63,3038,1 in 434
league_de,full history,STU - HDH,CS 1-5,CS,1150.0,0.001646,89.27,3038,1 in 607
league_de,full history,FRE - HDH,CS 1-5,CS,1150.0,0.001645,89.21,3039,1 in 607
league_de,full history,BMU - UBE,CS 0-4,CS,2870.0,0.000658,88.88,3039,1 in 1519
league_de,full history,FRA - FRE,CS 6-0,CS,716.0,0.002633,88.55,3038,1 in 379
league_de,full history,KOE - STU,CS 5-0,CS,408.0,0.004608,88.02,3038,1 in 217
league_de,full history,RBL - STU,CS 0-5,CS,709.0,0.002632,86.64,3039,1 in 379
league_de,full history,BRE - UBE,CS 0-5,CS,1130.0,0.001645,85.92,3039,1 in 607
league_de,full history,MNZ - BMU,CS 5-1,CS,703.0,0.002633,85.12,3038,1 in 379
league_de,full history,BMU - HDH,CS 2-4,CS,803.0,0.002304,85.02,3038,1 in 434
league_de,full history,HOF - AUG,CS 0-5,CS,1120.0,0.001645,84.27,3039,1 in 607
league_de,full history,BRE - FRA,CS 0-6,CS,1390.0,0.001317,83.02,3038,1 in 759
league_de,full history,WLF - FRA,CS 6-0,CS,1840.0,0.000987,81.64,3039,1 in 1013
league_de,full history,UBE - HOF,CS 5-1,CS,262.0,0.006912,81.11,3038,1 in 144
league_de,full history,BRE - KOE,CS 6-0,CS,687.0,0.002632,80.85,3039,1 in 379
league_de,full history,HOF - BRE,CS 0-6,CS,1820.0,0.000987,79.66,3039,1 in 1013
league_de,full history,STU - WLF,CS 0-5,CS,1090.0,0.001645,79.34,3039,1 in 607
league_de,full history,STU - KOE,CS 0-5,CS,1090.0,0.001645,79.28,3040,1 in 608
league_de,full history,WLF - FRE,CS 6-0,CS,1360.0,0.001317,79.07,3038,1 in 759
league_de,full history,MNZ - WLF,CS 0-5,CS,679.0,0.002632,78.74,3039,1 in 379
league_de,full history,UBE - STP,CS 0-6,CS,2700.0,0.000658,77.75,3038,1 in 1519
league_de,full history,UBE - HDH,CS 0-6,CS,2700.0,0.000658,77.75,3038,1 in 1519
league_de,full history,BMU - RBL,CS 0-6,CS,5330.0,0.000329,75.33,3040,1 in 3040
league_de,full history,LEV - WLF,CS 0-5,CS,2660.0,0.000658,75.06,3039,1 in 1519
league_de,full history,MNZ - STP,CS 1-5,CS,760.0,0.002303,75.06,3039,1 in 434
league_de,full history,BVB - AUG,CS 0-5,CS,2650.0,0.000658,74.46,3038,1 in 1519
league_de,full history,KOE - WLF,CS 0-5,CS,529.0,0.003291,74.07,3039,1 in 303
league_de,full history,BVB - HDH,HT CS 0-3,HTCS,881.0,0.001974,73.94,3039,1 in 506
league_de,full history,MGB - UBE,CS 0-5,CS,751.0,0.002304,73.04,3038,1 in 434
league_de,full history,UBE - HSV,CS 0-5,CS,656.0,0.002633,72.75,3038,1 in 379
league_de,full history,HDH - HSV,CS 0-5,CS,656.0,0.002633,72.75,3038,1 in 379
league_de,full history,WLF - AUG,CS 0-6,CS,5240.0,0.000329,72.48,3038,1 in 3038
league_de,full history,BMU - RBL,CS 1-5,CS,655.0,0.002632,72.37,3040,1 in 380
league_de,full history,STP - AUG,CS 1-5,CS,470.0,0.003621,70.18,3038,1 in 276
league_de,full history,WLF - RBL,CS 6-0,CS,2580.0,0.000658,69.85,3038,1 in 1519
league_de,full history,MGB - BVB,CS 6-0,CS,2580.0,0.000658,69.85,3038,1 in 1519
league_de,full history,AUG - MGB,CS 6-0,CS,1290.0,0.001317,69.85,3038,1 in 759
league_de,full history,WLF - STU,CS 6-0,CS,1720.0,0.000987,69.79,3039,1 in 1013
league_de,full history,KOE - BVB,CS 6-0,CS,2580.0,0.000658,69.79,3039,1 in 1519
league_de,full history,HOF - BVB,CS 6-0,CS,2580.0,0.000658,69.79,3039,1 in 1519
league_de,full history,STU - LEV,CS 0-6,CS,1030.0,0.001645,69.46,3039,1 in 607
league_de,full history,LEV - AUG,CS 1-5,CS,1710.0,0.000987,68.86,3038,1 in 1012
league_de,full history,HOF - BRE,CS 6-0,CS,1270.0,0.001316,67.16,3039,1 in 759
league_de,full history,MNZ - BMU,CS 6-0,CS,5060.0,0.000329,66.56,3038,1 in 3038
league_de,full history,HSV - WLF,CS 0-6,CS,1680.0,0.000987,65.9,3038,1 in 1012
league_de,full history,BVB - HDH,CS 1-4,CS,386.0,0.004278,65.12,3039,1 in 233
league_de,full history,STP - LEV,CS 5-1,CS,552.0,0.002962,63.53,3038,1 in 337
league_de,full history,UBE - HDH,CS 6-0,CS,993.0,0.001646,63.43,3038,1 in 607
league_de,full history,STP - HDH,CS 6-0,CS,993.0,0.001645,63.38,3039,1 in 607
league_de,full history,STP - MNZ,CS 5-0,CS,450.0,0.00362,62.88,3039,1 in 276
league_de,full history,BRE - STU,CS 6-0,CS,1230.0,0.001317,61.95,3038,1 in 759
league_de,full history,UBE - BMU,CS 5-0,CS,2460.0,0.000658,61.9,3039,1 in 1519
league_de,full history,HSV - HOF,CS 1-5,CS,289.0,0.005594,61.67,3039,1 in 178
league_de,full history,RBL - FRA,CS 0-5,CS,612.0,0.002633,61.16,3038,1 in 379
league_de,full history,STU - FRA,CS 0-6,CS,1630.0,0.000987,60.96,3038,1 in 1012
league_de,full history,MNZ - HSV,HT CS 0-3,HTCS,326.0,0.004937,60.96,3038,1 in 202
league_de,full history,RBL - BRE,CS 0-6,CS,4890.0,0.000329,60.91,3039,1 in 3039
league_de,full history,BMU - WLF,HT CS 0-3,HTCS,968.0,0.001646,59.32,3038,1 in 607
league_de,full history,LEV - HDH,CS 1-5,CS,2420.0,0.000658,59.26,3039,1 in 1519
league_de,full history,RBL - MGB,HT CS 0-3,HTCS,322.0,0.004937,58.99,3038,1 in 202
league_de,full history,BMU - STP,CS 2-4,CS,803.0,0.001975,58.59,3038,1 in 506
league_de,full history,FRE - KOE,CS 0-6,CS,4790.0,0.000329,57.67,3038,1 in 3038
league_de,full history,HOF - WLF,CS 0-5,CS,529.0,0.002962,56.66,3039,1 in 337
league_de,full history,HDH - BRE,CS 5-1,CS,340.0,0.004607,56.63,3039,1 in 217
league_de,full history,MNZ - MGB,CS 0-5,CS,679.0,0.002303,56.4,3039,1 in 434
league_de,full history,MNZ - LEV,CS 5-1,CS,364.0,0.004278,55.71,3039,1 in 233
league_de,full history,BVB - STP,CS 0-5,CS,4730.0,0.000329,55.64,3039,1 in 3039
league_de,full history,BVB - UBE,CS 0-5,CS,4730.0,0.000329,55.64,3039,1 in 3039
league_de,full history,FRE - BMU,CS 5-1,CS,590.0,0.002633,55.37,3038,1 in 379
league_de,full history,BRE - BMU,CS 5-0,CS,1180.0,0.001316,55.31,3039,1 in 759
league_de,full history,STP - MNZ,CS 0-6,CS,1180.0,0.001316,55.31,3039,1 in 759
league_de,full history,STP - WLF,CS 5-1,CS,262.0,0.005925,55.23,3038,1 in 168
league_de,full history,UBE - HSV,CS 1-5,CS,470.0,0.003292,54.71,3038,1 in 303
league_de,full history,UBE - BVB,CS 5-1,CS,521.0,0.002962,54.34,3038,1 in 337
league_de,full history,HDH - BVB,CS 5-1,CS,521.0,0.002962,54.29,3039,1 in 337
