Category,H2H,Market,Type,Odds,TrueProb,EV_pct,HitFreq
league_en,LIV - MNU,CS 5-0,CS,102.0,0.0103397341211226,5.47,1 in 96
league_en,BRE - MNC,CS 1-4,CS,95.2,0.011078286558345642,5.47,1 in 90
league_en,ARS - LIV,Exact 0,ExactGoals,11.0,0.09587020648967552,5.46,1 in 10
league_en,ARS - LIV,CS 0-0,CS,11.0,0.09587020648967552,5.46,1 in 10
league_en,WOL - NEW,HT CS 0-2,HTCS,14.2,0.07426470588235294,5.46,1 in 13
league_en,LEE - BOU,HT/FT 2/X,HTFT,15.5,0.06803218727139722,5.45,1 in 14
league_en,BRE - ARS,HT/FT X/2,HTFT,9.89,0.10661764705882353,5.44,1 in 9
league_en,TOT - WHU,HT/FT X/1,HTFT,9.8,0.10759027266028003,5.44,1 in 9
league_en,AST - EVE,HT/FT 2/1,HTFT,31.9,0.03303964757709251,5.4,1 in 30
league_en,ARS - BRE,HT CS 2-1,HTCS,16.9,0.062360801781737196,5.39,1 in 16
league_en,BRE - EVE,HT/FT 2/1,HTFT,32.5,0.032424465733235076,5.38,1 in 30
league_en,NOT - MNC,HT/FT 2/X,HTFT,13.7,0.07692307692307693,5.38,1 in 13
league_en,SUN - WOL,Exact 0,ExactGoals,11.6,0.09084194977843427,5.38,1 in 11
league_en,SUN - WOL,CS 0-0,CS,11.6,0.09084194977843427,5.38,1 in 11
league_en,SUN - NEW,CS 0-4,CS,65.0,0.016212232866617538,5.38,1 in 61
league_en,MNU - SUN,CS 2-3,CS,59.1,0.017830609212481426,5.38,1 in 56
league_en,BOU - SUN,CS 0-4,CS,130.0,0.008106116433308769,5.38,1 in 123
league_en,BUR - AST,CS 2-3,CS,30.4,0.03466076696165192,5.37,1 in 28
league_en,WOL - BHA,HT/FT X/2,HTFT,17.2,0.061254612546125464,5.36,1 in 16
league_en,LIV - CHE,HT CS 0-3,HTCS,50.8,0.02074074074074074,5.36,1 in 48
league_en,NOT - LIV,CS 3-3,CS,44.7,0.023564064801178203,5.33,1 in 42
league_en,WHU - CRY,CS 0-4,CS,285.0,0.003695491500369549,5.32,1 in 270
league_en,WOL - BOU,CS 3-2,CS,31.0,0.033973412112259974,5.32,1 in 29
league_en,CRY - BHA,HT CS 1-2,HTCS,25.0,0.04212860310421286,5.32,1 in 23
league_en,EVE - BOU,HT/FT 1/X,HTFT,15.5,0.06794682422451995,5.32,1 in 14
league_en,NEW - WOL,CS 1-4,CS,95.2,0.011061946902654867,5.31,1 in 90
league_en,WOL - WHU,CS 1-3,CS,43.4,0.02426470588235294,5.31,1 in 41
league_en,MNU - FUL,CS 1-3,CS,43.4,0.02426470588235294,5.31,1 in 41
league_en,BHA - ARS,CS 0-4,CS,65.0,0.016200294550810016,5.3,1 in 61
league_en,MNU - AST,CS 5-0,CS,477.0,0.002207505518763797,5.3,1 in 453
league_en,EVE - NEW,CS 2-2,CS,10.6,0.09933774834437085,5.3,1 in 10
league_en,NEW - BUR,HT/FT 2/X,HTFT,13.4,0.07857672349888807,5.29,1 in 12
league_en,WOL - ARS,CS 1-3,CS,25.9,0.04065040650406504,5.28,1 in 24
league_en,EVE - TOT,CS 3-0,CS,18.3,0.05752212389380531,5.27,1 in 17
league_en,LEE - WOL,CS 1-4,CS,54.7,0.01924500370096225,5.27,1 in 51
league_en,EVE - NOT,CS 3-2,CS,32.3,0.03259259259259259,5.27,1 in 30
league_en,CRY - AST,CS 4-0,CS,180.0,0.005847953216374269,5.26,1 in 171
