league,match_name,outcome,mu_phat,fair_prob,raw_odds,mu_edge,bin17_edge,bin27_edge,min_edge,state_17_id,state_27_id,oos_roi,oos_t_stat,n_train,n_test
league_it,SAS - NAP,o_u_4_5_ov_val,0.201981,0.1344,7.44,0.067581,0.020391,0.070149,0.020391,STATE_17_08,STATE_27_19,0.218092,2.308,1978.0,849.0
league_it,TOR - LEC,1x2_1_val,0.482137,0.4292,2.33,0.052937,0.020095,0.04688,0.020095,STATE_17_02,STATE_27_05,0.092273,2.312,1978.0,849.0
league_it,COM - PAR,o_u_3_5_un_val,0.792994,0.7143,1.4,0.078694,0.019524,0.03906,0.019524,STATE_17_02,STATE_27_01,0.048349,2.319,1978.0,848.0
league_en,NOT - SUN,1x2_1_val,0.532058,0.4367,2.29,0.095358,0.019106,0.068922,0.019106,STATE_17_01,STATE_27_10,0.140945,3.583,1976.0,847.0
league_en,FUL - SUN,1x2_1_val,0.50159,0.4367,2.29,0.06489,0.019106,0.068922,0.019106,STATE_17_01,STATE_27_10,0.0992,2.528,1981.0,850.0
league_en,NOT - LEE,1x2_1_val,0.489724,0.4367,2.29,0.053024,0.019106,0.068922,0.019106,STATE_17_01,STATE_27_10,0.092279,2.348,1975.0,847.0
league_it,UDI - PAR,o_u_1_5_un_val,0.405941,0.2625,3.81,0.143441,0.039593,0.01872,0.01872,STATE_17_05,STATE_27_01,0.283463,4.587,1979.0,849.0
league_it,SAS - NAP,1x2_2_val,0.744606,0.5882,1.7,0.156406,0.018067,0.157085,0.018067,STATE_17_08,STATE_27_19,0.14735,5.392,1978.0,849.0
league_en,CRY - LIV,1x2_2_val,0.517131,0.4566,2.19,0.060531,0.074563,0.018048,0.018048,STATE_17_11,STATE_27_05,0.137967,3.657,1961.0,841.0
league_es,VAL - RAY,gg_ng_ng_val,0.539986,0.4926,2.03,0.047386,0.02597,0.017758,0.017758,STATE_17_03,STATE_27_06,0.072453,2.082,1978.0,848.0
league_es,OSA - LEV,o_u_1_5_un_val,0.383581,0.3195,3.13,0.064081,0.023402,0.017737,0.017737,STATE_17_05,STATE_27_01,0.129458,2.508,1978.0,848.0
league_en,BRE - NOT,1x2_2_val,0.270796,0.2347,4.26,0.036096,0.017619,0.022165,0.017619,STATE_17_01,STATE_27_04,0.160448,2.464,1977.0,848.0
league_en,NEW - FUL,1x2_2_val,0.210769,0.1718,5.82,0.038969,0.016245,0.025434,0.016245,STATE_17_08,STATE_27_03,0.161251,2.018,1976.0,847.0
league_it,CAG - ATA,1x2_1_val,0.249735,0.2119,4.72,0.037835,0.015918,0.025274,0.015918,STATE_17_07,STATE_27_16,0.145253,2.092,1978.0,849.0
league_de,KOE - MGB,1x2_2_val,0.282843,0.2445,4.09,0.038343,0.015672,0.043717,0.015672,STATE_17_02,STATE_27_02,0.089372,2.152,4422.0,1896.0
league_es,ATH - RMA,1x2_x_val,0.350902,0.2681,3.73,0.082802,0.014907,0.019675,0.014907,STATE_17_08,STATE_27_16,0.199399,3.335,1978.0,849.0
league_de,RBL - MGB,double_chance_x2_val,0.431872,0.3802,2.63,0.051672,0.01473,0.034433,0.01473,STATE_17_03,STATE_27_05,0.063929,2.157,4423.0,1896.0
league_it,NAP - LEC,o_u_4_5_ov_val,0.29724,0.1812,5.52,0.11604,0.014615,0.101615,0.014615,STATE_17_15,STATE_27_23,0.38,4.63,1978.0,848.0
league_it,SAS - INT,1x2_2_val,0.733546,0.5917,1.69,0.141846,0.014567,0.024915,0.014567,STATE_17_08,STATE_27_18,0.094116,3.394,1978.0,848.0
league_es,GET - LEV,o_u_3_5_un_val,0.898089,0.7874,1.27,0.110689,0.018507,0.014327,0.014327,STATE_17_05,STATE_27_01,0.070814,4.465,1978.0,848.0
league_es,SEV - BAR,o_u_3_5_un_val,0.819533,0.7246,1.38,0.094933,0.014248,0.022683,0.014248,STATE_17_13,STATE_27_20,0.048019,2.371,1978.0,848.0
league_es,BET - RSO,o_u_2_5_ov_val,0.518217,0.4651,2.15,0.053117,0.017839,0.013776,0.013776,STATE_17_11,STATE_27_22,0.081331,2.204,1978.0,849.0
league_it,NAP - LEC,o_u_3_5_ov_val,0.493277,0.3745,2.67,0.118777,0.013325,0.107111,0.013325,STATE_17_15,STATE_27_23,0.209057,4.581,1978.0,848.0
league_es,SEV - BAR,double_chance_1x_val,0.456122,0.4082,2.45,0.047922,0.035968,0.011309,0.011309,STATE_17_13,STATE_27_20,0.097877,2.339,1978.0,848.0
league_es,ATH - RSO,1x2_x_val,0.302548,0.2667,3.75,0.035848,0.010554,0.020875,0.010554,STATE_17_03,STATE_27_06,0.123231,2.089,1978.0,848.0
league_it,SAS - FIO,1x2_2_val,0.431907,0.365,2.74,0.066907,0.009925,0.044385,0.009925,STATE_17_16,STATE_27_07,0.1102,2.387,1978.0,849.0
league_en,AST - NOT,double_chance_x2_val,0.491489,0.4566,2.19,0.034889,0.049575,0.009921,0.009921,STATE_17_05,STATE_27_03,0.080779,2.147,1973.0,847.0
league_it,CAG - SAS,gg_ng_ng_val,0.533428,0.4902,2.04,0.043228,0.011187,0.009899,0.009899,STATE_17_05,STATE_27_10,0.088481,2.533,1978.0,849.0
league_es,ATH - RMA,o_u_4_5_un_val,0.965334,0.885,1.13,0.080334,0.009789,0.023098,0.009789,STATE_17_08,STATE_27_16,0.054134,5.578,1978.0,849.0
league_it,SAS - INT,o_u_4_5_ov_val,0.194268,0.1453,6.88,0.048968,0.009491,0.014835,0.009491,STATE_17_08,STATE_27_18,0.192642,2.154,1978.0,848.0
league_es,CEL - RMA,o_u_3_5_un_val,0.821782,0.7299,1.37,0.091882,0.008948,0.014704,0.008948,STATE_17_13,STATE_27_13,0.068245,3.502,1979.0,849.0
league_it,SAS - INT,o_u_3_5_ov_val,0.382166,0.3195,3.13,0.062666,0.008743,0.021027,0.008743,STATE_17_08,STATE_27_18,0.125767,2.438,1978.0,848.0
league_it,UDI - PAR,o_u_2_5_un_val,0.679632,0.5319,1.88,0.147732,0.031814,0.008446,0.008446,STATE_17_05,STATE_27_01,0.173616,5.556,1979.0,849.0
league_es,RSO - RAY,o_u_3_5_ov_val,0.265039,0.2288,4.37,0.036239,0.007942,0.028446,0.007942,STATE_17_03,STATE_27_10,0.133726,2.033,1978.0,848.0
league_it,UDI - CAG,o_u_1_5_un_val,0.350318,0.2558,3.91,0.094518,0.005696,0.02542,0.005696,STATE_17_02,STATE_27_01,0.180377,2.926,1978.0,848.0
league_es,BET - ATM,o_u_4_5_ov_val,0.123806,0.0855,11.7,0.038306,0.005469,0.006409,0.005469,STATE_17_01,STATE_27_03,0.267845,2.146,1978.0,849.0
league_es,LEV - ATM,o_u_1_5_un_val,0.381104,0.3067,3.26,0.074404,0.001955,0.021767,0.001955,STATE_17_19,STATE_27_17,0.184057,3.419,1978.0,848.0
league_it,BOL - UDI,o_u_1_5_un_val,0.418259,0.2793,3.58,0.138959,0.022793,0.00192,0.00192,STATE_17_05,STATE_27_01,0.397382,6.626,1978.0,848.0
league_it,NAP - LEC,o_u_2_5_ov_val,0.718684,0.6135,1.63,0.105184,0.001275,0.095124,0.001275,STATE_17_15,STATE_27_23,0.086026,3.259,1978.0,848.0
league_es,VAL - RAY,o_u_1_5_un_val,0.326964,0.2833,3.53,0.043664,0.000573,0.011604,0.000573,STATE_17_03,STATE_27_06,0.148915,2.622,1978.0,848.0
